Merchant,Campaign,Group,Transaction Date/Time,Submit Date/Time,Transaction Total,Receipt State,Reject Reason,Transaction Type,Auto Accept,Calculation Type,% of Sale/Unit,% Split FG,Group Amount,Points,Receipt URL,Processing Fee Paid,Processing Fee Amount,Max Total,Comment,Transaction Id
"Planet Fundraiser Bonus $1","Our Lady Of Peace Catholic School (Minneapolis, MN)","Our Lady Of Peace Catholic School (Minneapolis, MN)",09/26/2018 11:22,09/26/2018 11:22,"$ 10.00","Not Processed","",Receipt,Yes,First Receipt,10,100%,"$1.00",10,https://pf-receipt-bucket.s3-us-west-2.amazonaws.com/php2A8R0L.jpg,,,"","",352508
